CC FILENAME: P50.RAY
CC Propane Jet in Coflowing Air Stream
CC Radial Profile Measured using Rayleigh
CC Axial Position, x/D=  50.000
CC Bulk Jet Velocity=53 m/s, Jet Reynolds No.=68168
CC Coflowing Air Velocity=9.5 m/s
CC x/D    y/D    RHOmean  Fmean      RHOrms       Frms         I        Skew      Kurt 
CC               (kg/m*3)           (kg/m*3)                     
50.000	6.2100	1.2200	0.001000	0.003320	0.006710	0.007000	6.9000	94.600	
50.000	5.9200	1.2200	0.001000	0.003600	0.007500	0.010000	5.6700	69.600	
50.000	5.6300	1.2200	0.000000	0.004490	0.009060	0.019000	6.4000	66.700	
49.990	5.3300	1.2200	0.002000	0.006960	0.014000	0.054000	4.4900	26.400	
50.000	5.0400	1.2200	0.005000	0.008750	0.017500	0.083000	3.9000	20.200	
50.000	4.7300	1.2200	0.009000	0.011900	0.023900	0.169000	2.6300	10.100	
50.000	4.4400	1.2300	0.015000	0.014700	0.029300	0.266000	1.9000	5.9900	
50.000	4.1400	1.2300	0.026000	0.017500	0.034700	0.396000	1.3400	3.9600	
50.000	3.8400	1.2400	0.035000	0.018700	0.037100	0.546000	0.79100	2.6300	
50.000	3.5500	1.2400	0.045000	0.020300	0.040200	0.657000	0.54600	2.3500	
50.000	3.2500	1.2500	0.058000	0.021200	0.041600	0.782000	0.35700	2.7600	
50.000	2.9500	1.2500	0.068000	0.021200	0.041500	0.859000	0.11500	2.2700	
50.000	2.6600	1.2600	0.077000	0.020800	0.040400	0.918000	0.03760	2.6300	
50.000	2.3600	1.2600	0.088000	0.020200	0.039100	0.958000	-0.1200	2.5700	
50.000	2.0800	1.2700	0.098000	0.021000	0.040400	0.974000	-0.1280	2.6400	
50.000	1.7700	1.2800	0.112000	0.020600	0.039300	0.987000	-0.3040	2.8600	
50.000	1.4900	1.2800	0.117000	0.019800	0.037600	0.994000	-0.2960	2.9300	
50.000	1.1800	1.2800	0.122000	0.019200	0.036300	0.997000	-0.3100	2.9500	
50.000	0.89000	1.2900	0.128000	0.018400	0.034600	0.997000	-0.3210	3.1300	
50.000	0.61000	1.2900	0.133000	0.018100	0.033900	0.999000	-0.3300	3.3700	
50.000	0.32000	1.2900	0.136000	0.021600	0.034500	1.000000	-3.3100	3.4600	
50.000	0.02000	1.2900	0.137000	0.021900	0.034800	1.000000	-3.1400	3.5800	
50.000	-0.2600	1.2900	0.135000	0.018600	0.033600	1.000000	-3.2500	3.5500	
50.000	-0.5500	1.2900	0.135000	0.018000	0.033700	0.999000	-0.3090	3.3200	
50.000	-0.8400	1.2900	0.128000	0.018100	0.034100	0.998000	-0.3170	3.2300	
50.000	-1.1400	1.2800	0.123000	0.018700	0.035400	0.997000	-0.3200	3.0800	
50.000	-1.4300	1.2800	0.119000	0.019900	0.037700	0.993000	-0.2830	3.0000	
50.000	-1.7200	1.2800	0.110000	0.019900	0.038000	0.991000	-0.2180	2.7800	
50.000	-2.0100	1.2700	0.099000	0.020300	0.039100	0.978000	-0.1780	2.6400	
50.000	-2.3100	1.2600	0.084000	0.020100	0.038900	0.952000	-0.0306	2.7900	
50.000	-2.6000	1.2600	0.081000	0.021500	0.041800	0.924000	0.05060	2.4000	
50.000	-3.1800	1.2500	0.060000	0.020800	0.040700	0.810000	0.43600	5.2900	
50.000	-3.7500	1.2400	0.038000	0.018800	0.037400	0.599000	0.67400	2.4600	
